,aggro,flexaggro,flexaggrod,hyaggro,hybrid,payout,random,wp
aggro,,,,,,,8.492,
flexaggro,,,,,3.463,,9.474,
flexaggrod,,,,,3.9129999999999994,,9.924,
hyaggro,,,,,4.758,3.0440000000000005,10.769,2.7520000000000007
hybrid,,-3.463,-3.9129999999999994,-4.758,,,6.011,
payout,,,,-3.0440000000000005,,,7.725,
random,-8.492,-9.474,-9.924,-10.769,-6.011,-7.725,,-8.017
wp,,,,-2.7520000000000007,,,8.017,
