,aggro,flexaggro,flexaggrod,hyaggro,hybrid,payout,random,wp
aggro,,,,,2.621,2.041,6.535,2.088
flexaggro,,,,,,,5.6690000000000005,
flexaggrod,,,,,,,5.763,
hyaggro,,,,,2.6189999999999998,2.0389999999999997,6.533,2.0860000000000003
hybrid,-2.621,,,-2.6189999999999998,,,3.914,
payout,-2.041,,,-2.0389999999999997,,,4.494,
random,-6.535,-5.6690000000000005,-5.763,-6.533,-3.914,-4.494,,-4.447
wp,-2.088,,,-2.0860000000000003,,,4.447,
