,aggro,flexaggro,flexaggrod,hyaggro,hybrid,payout,random,wp
aggro,,,,,7.708,8.904,11.132,12.3
flexaggro,,,,,5.644,6.84,9.068,10.236
flexaggrod,,,,,,5.648,7.8759999999999994,9.044
hyaggro,,,,,,5.9959999999999996,8.224,9.392
hybrid,-7.708,-5.644,,,,,,
payout,-8.904,-6.84,-5.648,-5.9959999999999996,,,,
random,-11.132,-9.068,-7.8759999999999994,-8.224,,,,
wp,-12.3,-10.236,-9.044,-9.392,,,,
