,aggro,flexaggro,flexaggrod,hyaggro,hybrid,payout,random,wp
aggro,,,,,7.635999999999999,9.408,10.751999999999999,8.576
flexaggro,,,,,,,5.82,
flexaggrod,,,,,5.904,7.676,9.02,6.844
hyaggro,,,,,7.18,8.952,10.296,8.120000000000001
hybrid,-7.635999999999999,,-5.904,-7.18,,,,
payout,-9.408,,-7.676,-8.952,,,,
random,-10.751999999999999,-5.82,-9.02,-10.296,,,,
wp,-8.576,,-6.844,-8.120000000000001,,,,
