,aggro,flexaggro,flexaggrod,hyaggro,hybrid,payout,random,wp
aggro,,,,,,6.58,10.228,10.904
flexaggro,,,,,,6.72,10.368,11.044
flexaggrod,,,,,,5.02,8.668000000000001,9.344000000000001
hyaggro,,,,,,,6.208,6.884
hybrid,,,,,,,5.5920000000000005,6.268000000000001
payout,-6.58,-6.72,-5.02,,,,,
random,-10.228,-10.368,-8.668000000000001,-6.208,-5.5920000000000005,,,
wp,-10.904,-11.044,-9.344000000000001,-6.884,-6.268000000000001,,,
