,aggro,flexaggro,flexaggrod,hyaggro,hybrid,payout,random,wp
aggro,,,,,6.0680000000000005,6.188,8.139999999999999,
flexaggro,,,,,5.772,5.8919999999999995,7.843999999999999,
flexaggrod,,,,,6.0,6.119999999999999,8.072,
hyaggro,,,,,7.336,7.4559999999999995,9.408,5.656
hybrid,-6.0680000000000005,-5.772,-6.0,-7.336,,,,
payout,-6.188,-5.8919999999999995,-6.119999999999999,-7.4559999999999995,,,,
random,-8.139999999999999,-7.843999999999999,-8.072,-9.408,,,,
wp,,,,-5.656,,,,
