,aggro,flexaggro,flexaggrod,hybrid,payout,random,wp
aggro,1.0,0.27924680878896113,0.7452347463823257,0.26800700975404484,0.6774060962090491,0.0007790368005825561,0.7448815328484423
flexaggro,0.27924680878896113,1.0,0.055256659914075884,0.07583458333493782,0.1721480838598306,9.775012134748242e-06,0.1968131200912485
flexaggrod,0.7452347463823257,0.055256659914075884,1.0,0.3055814006199025,0.5614348060632008,0.00016281247106287675,0.6035946191620637
hybrid,0.26800700975404484,0.07583458333493782,0.3055814006199025,1.0,0.3770258080572392,0.006982859525589816,0.32030664651204865
payout,0.6774060962090491,0.1721480838598306,0.5614348060632008,0.3770258080572392,1.0,0.0016985086756012683,0.9247338945628354
random,0.0007790368005825561,9.775012134748242e-06,0.00016281247106287675,0.006982859525589816,0.0016985086756012683,1.0,0.0014608984896922438
wp,0.7448815328484423,0.1968131200912485,0.6035946191620637,0.32030664651204865,0.9247338945628354,0.0014608984896922438,1.0
