,aggro,flexaggro,flexaggrod,hybrid,payout,random,wp
aggro,1.0,0.00014417907817430224,0.0004975674321658678,0.4103699588962031,0.9241130136260477,0.0002221050807275097,0.8738038951765216
flexaggro,0.00014417907817430224,1.0,0.7825067677326466,0.03621733395359335,0.01200747220009853,6.225086131746741e-13,0.035704032554534734
flexaggrod,0.0004975674321658678,0.7825067677326466,1.0,0.031157378809514438,0.0501298325202947,1.1371490495093457e-07,0.02902534204209939
hybrid,0.4103699588962031,0.03621733395359335,0.031157378809514438,1.0,0.7889642415349482,8.364272468416181e-07,0.7669480338520251
payout,0.9241130136260477,0.01200747220009853,0.0501298325202947,0.7889642415349482,1.0,4.268228264130482e-07,0.24562138255063984
random,0.0002221050807275097,6.225086131746741e-13,1.1371490495093457e-07,8.364272468416181e-07,4.268228264130482e-07,1.0,6.498007590401053e-09
wp,0.8738038951765216,0.035704032554534734,0.02902534204209939,0.7669480338520251,0.24562138255063984,6.498007590401053e-09,1.0
