,aggro,flexaggro,flexaggrod,hybrid,payout,random,wp
aggro,1.0,0.7320288007715523,0.45845116143558684,0.4261196765493678,0.0045598490315926846,6.349695687035825e-05,0.34669740716817377
flexaggro,0.7320288007715523,1.0,0.3684420548827103,0.4186244185930349,0.03907962077504155,3.8468432057156245e-05,0.3515609833479705
flexaggrod,0.45845116143558684,0.3684420548827103,1.0,0.21756717868034672,0.012972395730637864,5.918369324736831e-06,0.171920337548941
hybrid,0.4261196765493678,0.4186244185930349,0.21756717868034672,1.0,0.009685778254333876,0.0003019120530454823,0.8217103732018176
payout,0.0045598490315926846,0.03907962077504155,0.012972395730637864,0.009685778254333876,1.0,0.017992211718015638,0.017487196312112232
random,6.349695687035825e-05,3.8468432057156245e-05,5.918369324736831e-06,0.0003019120530454823,0.017992211718015638,1.0,0.0005463862719138612
wp,0.34669740716817377,0.3515609833479705,0.171920337548941,0.8217103732018176,0.017487196312112232,0.0005463862719138612,1.0
