,aggro,flexaggro,flexaggrod,hyaggro,hybrid,payout,random,rl,wp
aggro,,,,,,,,3.434,
flexaggro,,,,,1.538,,,4.156000000000001,
flexaggrod,,,,,1.4420000000000002,,,4.0600000000000005,
hyaggro,,,,,,,,2.974,
hybrid,,-1.538,-1.4420000000000002,,,,,2.6180000000000003,
payout,,,,,,,,2.9320000000000004,
random,,,,,,,,2.678,
rl,-3.434,-4.156000000000001,-4.0600000000000005,-2.974,-2.6180000000000003,-2.9320000000000004,-2.678,,-2.898
wp,,,,,,,,2.898,
