episode_id,seat,policy_tag,win,opening_shape
186,2,flexaggrod,0,3.254
186,3,flexaggrod,0,3.06
187,0,flexaggrod,0,2.769
187,1,flexaggrod,0,3.254
187,2,flexaggrod,0,3.254
187,3,flexaggrod,1,2.769
188,0,flexaggrod,1,4.09
188,1,flexaggrod,0,4.06
188,2,flexaggrod,0,2.7990000000000004
188,3,flexaggrod,0,2.7990000000000004
189,0,flexaggrod,0,5.06
189,1,flexaggrod,0,3.254
189,2,flexaggrod,1,3.769
189,3,flexaggrod,0,1.739
190,0,flexaggrod,0,2.7390000000000003
190,1,flexaggrod,1,2.7390000000000003
190,2,flexaggrod,0,3.12
190,3,flexaggrod,0,3.769
191,0,flexaggrod,0,3.769
191,1,flexaggrod,1,4.09
191,2,flexaggrod,0,3.254
191,3,flexaggrod,0,3.12
192,0,flexaggrod,0,3.769
192,1,flexaggrod,0,2.7990000000000004
192,2,flexaggrod,0,4.09
192,3,flexaggrod,1,4.06
193,0,flexaggrod,0,2.284
193,1,flexaggrod,1,3.254
193,2,flexaggrod,0,2.2239999999999998
193,3,flexaggrod,0,3.12
194,0,flexaggrod,0,2.7990000000000004
194,1,flexaggrod,1,4.09
194,2,flexaggrod,0,3.769
194,3,flexaggrod,0,3.769
195,0,flexaggrod,0,3.254
195,1,flexaggrod,0,4.09
195,2,flexaggrod,0,2.7990000000000004
195,3,flexaggrod,0,2.7390000000000003
196,0,flexaggrod,1,1.829
196,1,flexaggrod,0,2.7990000000000004
196,2,flexaggrod,0,3.769
196,3,flexaggrod,0,2.284
197,0,flexaggrod,0,2.769
197,1,flexaggrod,0,3.254
197,2,flexaggrod,0,2.2239999999999998
197,3,flexaggrod,1,2.7390000000000003
198,0,flexaggrod,0,2.7390000000000003
198,1,flexaggrod,1,2.7990000000000004
198,2,flexaggrod,0,3.12
198,3,flexaggrod,0,3.769
199,0,flexaggrod,1,2.7390000000000003
199,1,flexaggrod,0,4.06
199,2,flexaggrod,0,3.254
199,3,flexaggrod,0,2.284
200,0,flexaggrod,1,2.769
200,1,flexaggrod,0,4.09
200,2,flexaggrod,0,2.769
200,3,flexaggrod,0,3.254
201,0,flexaggrod,0,2.7390000000000003
201,1,flexaggrod,0,3.769
201,2,flexaggrod,0,2.284
201,3,flexaggrod,1,3.254
202,0,flexaggrod,0,5.06
202,1,flexaggrod,0,3.769
202,2,flexaggrod,1,2.284
202,3,flexaggrod,0,3.769
203,0,flexaggrod,0,3.254
203,1,flexaggrod,0,2.254
203,2,flexaggrod,0,3.0900000000000003
203,3,flexaggrod,1,2.254
204,0,flexaggrod,1,3.769
204,1,flexaggrod,0,2.7390000000000003
204,2,flexaggrod,0,3.0900000000000003
204,3,flexaggrod,0,3.254
205,0,flexaggrod,0,4.06
205,1,flexaggrod,0,4.06
205,2,flexaggrod,1,5.06
205,3,flexaggrod,0,2.254
206,0,flexaggrod,0,3.12
206,1,flexaggrod,0,3.769
206,2,flexaggrod,0,3.06
206,3,flexaggrod,1,3.769
207,0,flexaggrod,0,2.7390000000000003
207,1,flexaggrod,1,3.769
207,2,flexaggrod,0,1.7690000000000001
207,3,flexaggrod,0,1.829
208,0,flexaggrod,0,2.284
208,1,flexaggrod,0,4.09
208,2,flexaggrod,1,3.12
208,3,flexaggrod,0,3.769
209,0,flexaggrod,0,3.254
209,1,flexaggrod,0,2.284
209,2,flexaggrod,1,2.284
209,3,flexaggrod,0,2.769
210,0,flexaggrod,0,2.769
210,1,flexaggrod,0,2.7390000000000003
210,2,flexaggrod,0,2.2239999999999998
210,3,flexaggrod,1,2.769
211,0,flexaggrod,0,2.7990000000000004
211,1,flexaggrod,0,3.254
211,2,flexaggrod,0,3.12
211,3,flexaggrod,1,2.7390000000000003
212,0,flexaggrod,0,3.254
212,1,flexaggrod,0,2.769
212,2,flexaggrod,1,3.254
212,3,flexaggrod,0,3.254
213,0,flexaggrod,1,3.12
213,1,flexaggrod,0,2.284
213,2,flexaggrod,0,3.254
213,3,flexaggrod,0,5.06
214,0,flexaggrod,0,3.769
214,1,flexaggrod,0,2.769
214,2,flexaggrod,0,2.7990000000000004
214,3,flexaggrod,1,3.254
215,0,flexaggrod,0,3.769
215,1,flexaggrod,1,1.709
215,2,flexaggrod,0,2.769
215,3,flexaggrod,0,2.769
216,0,flexaggrod,0,4.06
216,1,flexaggrod,0,3.769
216,2,flexaggrod,1,3.254
216,3,flexaggrod,0,2.2239999999999998
217,0,flexaggrod,0,2.7990000000000004
217,1,flexaggrod,0,3.254
217,2,flexaggrod,1,4.06
217,3,flexaggrod,0,2.284
218,0,flexaggrod,0,2.7990000000000004
218,1,flexaggrod,0,3.12
218,2,flexaggrod,1,3.254
218,3,flexaggrod,0,2.7990000000000004
219,0,flexaggrod,0,2.7390000000000003
219,1,flexaggrod,0,3.769
219,2,flexaggrod,0,2.7990000000000004
219,3,flexaggrod,1,2.769
220,0,flexaggrod,1,2.7990000000000004
220,1,flexaggrod,0,2.2239999999999998
220,2,flexaggrod,0,2.284
220,3,flexaggrod,0,2.769
221,0,flexaggrod,0,2.7990000000000004
221,1,flexaggrod,0,4.06
221,2,flexaggrod,1,1.829
221,3,flexaggrod,0,2.769
222,0,flexaggrod,1,2.2239999999999998
222,1,flexaggrod,0,3.254
222,2,flexaggrod,0,2.7990000000000004
222,3,flexaggrod,0,2.7390000000000003
223,0,flexaggrod,0,2.7990000000000004
223,1,flexaggrod,1,1.7690000000000001
223,2,flexaggrod,0,4.06
223,3,flexaggrod,0,2.7990000000000004
224,0,flexaggrod,0,2.284
224,1,flexaggrod,0,5.06
224,2,flexaggrod,1,2.7990000000000004
224,3,flexaggrod,0,2.7990000000000004
225,0,flexaggrod,0,2.254
225,1,flexaggrod,0,1.829
225,2,flexaggrod,0,2.284
225,3,flexaggrod,1,2.7990000000000004
226,0,flexaggrod,1,3.769
226,1,flexaggrod,0,4.06
226,2,flexaggrod,0,3.769
226,3,flexaggrod,0,3.0900000000000003
227,0,flexaggrod,0,2.769
227,1,flexaggrod,0,3.769
227,2,flexaggrod,0,4.09
227,3,flexaggrod,1,3.254
228,0,flexaggrod,1,2.284
228,1,flexaggrod,0,3.769
228,2,flexaggrod,0,4.09
228,3,flexaggrod,0,2.7990000000000004
229,0,flexaggrod,0,2.7990000000000004
229,1,flexaggrod,1,3.254
229,2,flexaggrod,0,3.769
229,3,flexaggrod,0,3.254
230,0,flexaggrod,0,3.0900000000000003
230,1,flexaggrod,0,3.12
230,2,flexaggrod,0,3.769
230,3,flexaggrod,1,2.7990000000000004
231,0,flexaggrod,0,3.769
231,1,flexaggrod,0,2.769
231,2,flexaggrod,0,3.254
231,3,flexaggrod,1,3.254
232,0,flexaggrod,1,2.7390000000000003
232,1,flexaggrod,0,1.829
232,2,flexaggrod,0,3.254
232,3,flexaggrod,0,2.769
233,0,flexaggrod,0,2.7390000000000003
233,1,flexaggrod,0,4.09
233,2,flexaggrod,0,2.7990000000000004
233,3,flexaggrod,1,1.829
234,0,flexaggrod,0,3.769
234,1,flexaggrod,0,3.254
234,2,flexaggrod,1,3.769
234,3,flexaggrod,0,3.769
235,0,flexaggrod,0,1.739
235,1,flexaggrod,0,2.7390000000000003
235,2,flexaggrod,0,4.09
235,3,flexaggrod,1,2.284
236,0,flexaggrod,1,3.254
236,1,flexaggrod,0,2.769
236,2,flexaggrod,0,3.12
236,3,flexaggrod,0,2.7390000000000003
237,0,flexaggrod,0,2.7390000000000003
237,1,flexaggrod,0,3.254
237,2,flexaggrod,1,2.284
237,3,flexaggrod,0,3.254
238,0,flexaggrod,0,3.769
238,1,flexaggrod,0,3.254
238,2,flexaggrod,1,3.769
238,3,flexaggrod,0,2.284
239,0,flexaggrod,0,3.769
239,1,flexaggrod,0,4.09
239,2,flexaggrod,1,1.799
239,3,flexaggrod,0,1.799
240,0,flexaggrod,0,2.7390000000000003
240,1,flexaggrod,0,2.7390000000000003
240,2,flexaggrod,1,2.769
240,3,flexaggrod,0,2.7390000000000003
241,0,flexaggrod,0,2.7990000000000004
241,1,flexaggrod,0,3.769
241,2,flexaggrod,0,3.254
241,3,flexaggrod,1,3.769
242,0,flexaggrod,1,3.254
242,1,flexaggrod,0,3.254
242,2,flexaggrod,0,3.254
242,3,flexaggrod,0,1.829
243,0,flexaggrod,1,5.06
243,1,flexaggrod,0,3.254
243,2,flexaggrod,0,4.06
243,3,flexaggrod,0,2.7390000000000003
244,0,flexaggrod,0,2.284
244,1,flexaggrod,0,2.284
244,2,flexaggrod,0,4.06
244,3,flexaggrod,1,2.2239999999999998
245,0,flexaggrod,0,3.12
245,1,flexaggrod,0,2.284
245,2,flexaggrod,1,2.7990000000000004
245,3,flexaggrod,0,2.7390000000000003
246,0,flexaggrod,0,5.06
246,1,flexaggrod,0,5.06
246,2,flexaggrod,1,3.254
246,3,flexaggrod,0,4.06
247,0,flexaggrod,0,2.7990000000000004
247,1,flexaggrod,0,2.284
247,2,flexaggrod,0,3.12
247,3,flexaggrod,1,2.284
248,0,flexaggrod,0,2.254
248,1,flexaggrod,0,3.769
248,2,flexaggrod,1,2.7990000000000004
248,3,flexaggrod,0,3.254
249,0,flexaggrod,0,4.09
249,1,flexaggrod,0,2.254
249,2,flexaggrod,0,3.769
249,3,flexaggrod,1,2.254
250,0,flexaggrod,1,4.03
250,1,flexaggrod,0,3.769
250,2,flexaggrod,0,3.254
250,3,flexaggrod,0,2.7990000000000004
251,0,flexaggrod,0,3.0900000000000003
251,1,flexaggrod,0,3.254
251,2,flexaggrod,1,4.09
251,3,flexaggrod,0,3.769
252,0,flexaggrod,1,3.254
252,1,flexaggrod,0,2.254
252,2,flexaggrod,0,3.254
252,3,flexaggrod,0,3.769
253,0,flexaggrod,0,3.254
253,1,flexaggrod,1,2.254
253,2,flexaggrod,0,4.06
253,3,flexaggrod,1,3.254
254,0,flexaggrod,0,5.06
254,1,flexaggrod,0,2.7990000000000004
254,2,flexaggrod,0,3.769
254,3,flexaggrod,1,2.284
255,0,flexaggrod,0,3.12
255,1,flexaggrod,1,3.254
255,2,flexaggrod,0,3.254
255,3,flexaggrod,0,3.769
256,0,flexaggrod,0,4.09
256,1,flexaggrod,0,2.7390000000000003
256,2,flexaggrod,0,2.7990000000000004
256,3,flexaggrod,1,1.709
257,0,flexaggrod,0,4.09
257,1,flexaggrod,0,4.09
257,2,flexaggrod,0,3.254
257,3,flexaggrod,1,3.769
258,0,flexaggrod,1,3.769
258,1,flexaggrod,0,3.254
258,2,flexaggrod,0,2.769
258,3,flexaggrod,0,2.7390000000000003
259,0,flexaggrod,0,3.769
259,1,flexaggrod,1,1.7690000000000001
259,2,flexaggrod,0,3.254
259,3,flexaggrod,0,3.254
260,0,flexaggrod,0,2.7990000000000004
260,1,flexaggrod,0,3.254
260,2,flexaggrod,0,3.254
260,3,flexaggrod,0,1.799
261,0,flexaggrod,0,3.254
261,1,flexaggrod,0,2.7990000000000004
261,2,flexaggrod,0,2.254
261,3,flexaggrod,1,3.769
262,0,flexaggrod,1,2.2239999999999998
262,1,flexaggrod,0,3.254
262,2,flexaggrod,0,3.769
262,3,flexaggrod,0,2.7390000000000003
263,0,flexaggrod,0,2.7390000000000003
263,1,flexaggrod,1,2.7990000000000004
263,2,flexaggrod,0,3.254
263,3,flexaggrod,0,2.2239999999999998
264,0,flexaggrod,1,3.0900000000000003
264,1,flexaggrod,0,4.06
264,2,flexaggrod,0,3.254
264,3,flexaggrod,0,2.769
265,0,flexaggrod,0,3.769
265,1,flexaggrod,0,5.06
265,2,flexaggrod,1,2.769
265,3,flexaggrod,0,3.769
266,0,flexaggrod,0,2.769
266,1,flexaggrod,1,3.254
266,2,flexaggrod,0,4.03
266,3,flexaggrod,0,5.06
267,0,flexaggrod,0,5.06
267,1,flexaggrod,0,2.7390000000000003
267,2,flexaggrod,0,5.06
267,3,flexaggrod,1,3.254
268,0,flexaggrod,0,3.254
268,1,flexaggrod,0,2.7990000000000004
268,2,flexaggrod,1,2.769
268,3,flexaggrod,0,3.769
269,0,flexaggrod,0,3.254
269,1,flexaggrod,1,1.2839999999999998
269,2,flexaggrod,0,3.769
269,3,flexaggrod,0,3.769
270,0,flexaggrod,1,2.7390000000000003
270,1,flexaggrod,0,2.284
270,2,flexaggrod,0,4.06
270,3,flexaggrod,0,3.254
271,0,flexaggrod,0,2.7990000000000004
271,1,flexaggrod,0,2.769
271,2,flexaggrod,1,4.09
271,3,flexaggrod,0,2.7390000000000003
272,0,flexaggrod,0,4.03
272,1,flexaggrod,0,2.7990000000000004
272,2,flexaggrod,1,5.06
272,3,flexaggrod,0,3.12
273,0,flexaggrod,0,2.284
273,1,flexaggrod,1,5.06
273,2,flexaggrod,0,2.7390000000000003
273,3,flexaggrod,0,3.0900000000000003
274,0,flexaggrod,0,3.254
274,1,flexaggrod,0,4.09
274,2,flexaggrod,1,2.7990000000000004
274,3,flexaggrod,0,2.7990000000000004
275,0,flexaggrod,0,2.769
275,1,flexaggrod,0,3.254
275,2,flexaggrod,0,3.769
275,3,flexaggrod,1,3.12
276,0,flexaggrod,1,2.2239999999999998
276,1,flexaggrod,0,3.12
276,2,flexaggrod,0,2.7390000000000003
276,3,flexaggrod,0,5.06
277,0,flexaggrod,0,3.0900000000000003
277,1,flexaggrod,1,2.7990000000000004
277,2,flexaggrod,0,2.284
277,3,flexaggrod,0,2.7390000000000003
278,0,flexaggrod,0,3.254
278,1,flexaggrod,0,3.769
278,2,flexaggrod,0,2.769
278,3,flexaggrod,0,4.09
279,0,flexaggrod,0,2.769
279,1,flexaggrod,1,2.7390000000000003
279,2,flexaggrod,0,3.769
279,3,flexaggrod,0,3.254
280,0,flexaggrod,0,2.7390000000000003
280,1,flexaggrod,0,1.799
280,2,flexaggrod,1,2.2239999999999998
280,3,flexaggrod,0,3.254
281,0,flexaggrod,1,2.7390000000000003
281,1,flexaggrod,0,3.254
281,2,flexaggrod,0,4.09
281,3,flexaggrod,0,2.769
282,0,flexaggrod,0,3.769
282,1,flexaggrod,0,4.06
282,2,flexaggrod,0,3.769
282,3,flexaggrod,1,2.7990000000000004
283,0,flexaggrod,0,3.254
283,1,flexaggrod,1,3.769
283,2,flexaggrod,0,2.7390000000000003
283,3,flexaggrod,0,2.7390000000000003
284,0,flexaggrod,0,3.254
284,1,flexaggrod,0,1.3139999999999998
284,2,flexaggrod,1,3.254
284,3,flexaggrod,0,2.7990000000000004
285,0,flexaggrod,0,4.06
285,1,flexaggrod,0,4.09
285,2,flexaggrod,1,1.799
285,3,flexaggrod,0,3.769
286,0,flexaggrod,0,5.06
286,1,flexaggrod,1,4.06
286,2,flexaggrod,0,3.0900000000000003
286,3,flexaggrod,0,4.09
287,0,flexaggrod,0,2.254
287,1,flexaggrod,0,2.7990000000000004
287,2,flexaggrod,1,2.7990000000000004
287,3,flexaggrod,0,3.769
288,0,flexaggrod,0,3.769
288,1,flexaggrod,0,2.284
288,2,flexaggrod,1,3.769
288,3,flexaggrod,0,2.7990000000000004
289,0,flexaggrod,0,3.769
289,1,flexaggrod,1,2.284
289,2,flexaggrod,0,3.254
289,3,flexaggrod,0,3.254
290,0,flexaggrod,0,3.769
290,1,flexaggrod,0,2.7990000000000004
290,2,flexaggrod,0,3.769
290,3,flexaggrod,1,3.254
291,0,flexaggrod,1,3.12
291,1,flexaggrod,0,3.254
291,2,flexaggrod,0,3.769
291,3,flexaggrod,0,2.7990000000000004
292,0,flexaggrod,1,2.769
292,1,flexaggrod,0,2.7990000000000004
292,2,flexaggrod,0,2.7390000000000003
292,3,flexaggrod,0,2.7390000000000003
293,0,flexaggrod,1,5.06
293,1,flexaggrod,0,2.7990000000000004
293,2,flexaggrod,0,2.284
293,3,flexaggrod,0,3.769
294,0,flexaggrod,0,4.09
294,1,flexaggrod,0,1.7690000000000001
294,2,flexaggrod,1,2.7990000000000004
294,3,flexaggrod,0,3.769
295,0,flexaggrod,0,2.769
295,1,flexaggrod,0,1.7690000000000001
295,2,flexaggrod,0,2.7990000000000004
295,3,flexaggrod,1,1.254
296,0,flexaggrod,0,4.09
296,1,flexaggrod,0,3.769
296,2,flexaggrod,1,2.2239999999999998
296,3,flexaggrod,0,2.7390000000000003
297,0,flexaggrod,1,2.284
297,1,flexaggrod,0,3.254
297,2,flexaggrod,0,3.254
297,3,flexaggrod,0,2.7990000000000004
298,0,flexaggrod,0,3.254
298,1,flexaggrod,0,5.06
298,2,flexaggrod,1,1.739
298,3,flexaggrod,0,3.769
299,0,flexaggrod,1,3.769
299,1,flexaggrod,0,3.769
299,2,flexaggrod,0,2.7990000000000004
299,3,flexaggrod,0,5.06
300,0,flexaggrod,1,3.769
300,1,flexaggrod,0,1.829
300,2,flexaggrod,0,2.254
300,3,flexaggrod,1,3.769
301,0,flexaggrod,0,2.769
301,1,flexaggrod,0,2.7390000000000003
301,2,flexaggrod,1,2.7390000000000003
301,3,flexaggrod,0,4.09
302,0,flexaggrod,0,4.06
302,1,flexaggrod,1,3.254
302,2,flexaggrod,0,3.769
302,3,flexaggrod,0,3.769
303,0,flexaggrod,0,3.769
303,1,flexaggrod,1,2.7390000000000003
303,2,flexaggrod,0,2.7990000000000004
303,3,flexaggrod,0,3.0900000000000003
304,0,flexaggrod,0,4.06
304,1,flexaggrod,0,2.769
304,2,flexaggrod,0,4.06
304,3,flexaggrod,1,3.0900000000000003
305,0,flexaggrod,0,3.254
305,1,flexaggrod,0,3.254
305,2,flexaggrod,0,2.7390000000000003
305,3,flexaggrod,1,2.7990000000000004
306,0,flexaggrod,0,3.254
306,1,flexaggrod,1,3.06
306,2,flexaggrod,0,2.7990000000000004
306,3,flexaggrod,0,1.739
307,0,flexaggrod,0,5.06
307,1,flexaggrod,0,2.769
307,2,flexaggrod,1,3.254
307,3,flexaggrod,0,3.769
308,0,flexaggrod,0,4.09
308,1,flexaggrod,0,2.7990000000000004
308,2,flexaggrod,0,2.7990000000000004
308,3,flexaggrod,1,4.09
309,0,flexaggrod,1,1.829
309,1,flexaggrod,0,4.06
309,2,flexaggrod,0,1.799
309,3,flexaggrod,0,3.254
310,0,flexaggrod,0,3.254
310,1,flexaggrod,1,2.7990000000000004
310,2,flexaggrod,0,3.769
310,3,flexaggrod,1,2.769
311,0,flexaggrod,1,2.7990000000000004
311,1,flexaggrod,0,3.769
311,2,flexaggrod,0,2.7990000000000004
311,3,flexaggrod,0,3.254
312,0,flexaggrod,1,4.09
312,1,flexaggrod,0,3.769
312,2,flexaggrod,0,3.254
312,3,flexaggrod,0,2.769
313,0,flexaggrod,1,5.06
313,1,flexaggrod,0,4.03
313,2,flexaggrod,0,4.09
313,3,flexaggrod,0,3.769
314,0,flexaggrod,1,3.769
314,1,flexaggrod,0,2.2239999999999998
314,2,flexaggrod,0,3.769
314,3,flexaggrod,0,3.769
315,0,flexaggrod,1,2.7390000000000003
315,1,flexaggrod,0,4.06
315,2,flexaggrod,0,2.7990000000000004
315,3,flexaggrod,0,4.09
316,0,flexaggrod,0,5.06
316,1,flexaggrod,1,3.769
316,2,flexaggrod,0,2.7990000000000004
316,3,flexaggrod,0,3.769
317,0,flexaggrod,0,2.7390000000000003
317,1,flexaggrod,0,2.254
317,2,flexaggrod,1,2.769
317,3,flexaggrod,0,5.06
318,0,flexaggrod,0,3.0900000000000003
318,1,flexaggrod,0,2.7990000000000004
318,2,flexaggrod,1,2.284
318,3,flexaggrod,0,3.769
319,0,flexaggrod,1,-0.33499999999999996
319,1,flexaggrod,0,3.254
319,2,flexaggrod,0,2.7990000000000004
319,3,flexaggrod,0,2.769
320,0,flexaggrod,0,4.03
320,1,flexaggrod,0,3.769
320,2,flexaggrod,1,2.769
320,3,flexaggrod,0,2.7990000000000004
321,0,flexaggrod,0,1.799
321,1,flexaggrod,0,2.7390000000000003
321,2,flexaggrod,1,2.7390000000000003
321,3,flexaggrod,0,3.769
322,0,flexaggrod,0,2.7990000000000004
322,1,flexaggrod,0,3.769
322,2,flexaggrod,0,5.06
322,3,flexaggrod,1,3.254
323,0,flexaggrod,0,3.254
323,1,flexaggrod,0,2.7390000000000003
323,2,flexaggrod,1,4.06
323,3,flexaggrod,0,3.769
324,0,flexaggrod,0,5.06
324,1,flexaggrod,1,2.769
324,2,flexaggrod,0,3.769
324,3,flexaggrod,0,2.769
325,0,flexaggrod,0,1.799
325,1,flexaggrod,1,2.769
325,2,flexaggrod,0,2.7990000000000004
325,3,flexaggrod,0,3.769
326,0,flexaggrod,0,4.06
326,1,flexaggrod,0,2.7390000000000003
326,2,flexaggrod,0,2.7390000000000003
326,3,flexaggrod,1,2.7990000000000004
327,0,flexaggrod,0,2.7990000000000004
327,1,flexaggrod,0,1.7690000000000001
327,2,flexaggrod,1,4.06
327,3,flexaggrod,0,3.254
328,0,flexaggrod,0,3.769
328,1,flexaggrod,0,3.254
328,2,flexaggrod,1,3.769
328,3,flexaggrod,0,4.09
329,0,flexaggrod,0,1.7690000000000001
329,1,flexaggrod,0,3.254
329,2,flexaggrod,0,3.254
329,3,flexaggrod,1,3.254
330,0,flexaggrod,0,4.06
330,1,flexaggrod,0,4.09
330,2,flexaggrod,0,2.7390000000000003
330,3,flexaggrod,1,3.254
331,0,flexaggrod,0,2.2239999999999998
331,1,flexaggrod,0,3.254
331,2,flexaggrod,0,2.7990000000000004
331,3,flexaggrod,1,3.254
332,0,flexaggrod,1,2.7990000000000004
332,1,flexaggrod,0,4.06
332,2,flexaggrod,0,3.769
332,3,flexaggrod,0,2.7390000000000003
333,0,flexaggrod,0,2.254
333,1,flexaggrod,0,1.254
333,2,flexaggrod,1,3.254
333,3,flexaggrod,0,2.7390000000000003
334,0,flexaggrod,0,4.09
334,1,flexaggrod,0,2.2239999999999998
334,2,flexaggrod,1,2.7990000000000004
334,3,flexaggrod,0,4.09
335,0,flexaggrod,0,3.254
335,1,flexaggrod,1,2.7990000000000004
335,2,flexaggrod,0,2.254
335,3,flexaggrod,0,4.06
336,0,flexaggrod,0,2.7390000000000003
336,1,flexaggrod,0,2.7390000000000003
336,2,flexaggrod,1,3.769
336,3,flexaggrod,0,1.829
337,0,flexaggrod,1,3.769
337,1,flexaggrod,0,1.829
337,2,flexaggrod,0,3.769
337,3,flexaggrod,0,5.06
338,0,flexaggrod,0,3.769
338,1,flexaggrod,0,3.254
338,2,flexaggrod,1,1.7690000000000001
338,3,flexaggrod,0,2.7390000000000003
339,0,flexaggrod,0,3.254
339,1,flexaggrod,0,4.09
339,2,flexaggrod,0,2.7990000000000004
339,3,flexaggrod,1,2.7390000000000003
340,0,flexaggrod,0,3.06
340,1,flexaggrod,1,3.254
340,2,flexaggrod,0,2.7990000000000004
340,3,flexaggrod,0,3.769
341,0,flexaggrod,0,3.254
341,1,flexaggrod,1,4.06
341,2,flexaggrod,0,3.254
341,3,flexaggrod,0,2.284
342,0,flexaggrod,0,3.254
342,1,flexaggrod,1,2.284
342,2,flexaggrod,0,2.7990000000000004
342,3,flexaggrod,0,4.06
343,0,flexaggrod,1,4.06
343,1,flexaggrod,0,2.284
343,2,flexaggrod,0,2.284
343,3,flexaggrod,0,3.0300000000000002
344,0,flexaggrod,1,3.254
344,1,flexaggrod,0,2.7990000000000004
344,2,flexaggrod,0,3.254
344,3,flexaggrod,0,3.769
345,0,flexaggrod,1,2.284
345,1,flexaggrod,0,2.254
345,2,flexaggrod,0,3.254
345,3,flexaggrod,0,4.03
346,0,flexaggrod,0,3.254
346,1,flexaggrod,0,1.829
346,2,flexaggrod,1,2.769
346,3,flexaggrod,0,3.769
347,0,flexaggrod,0,4.09
347,1,flexaggrod,0,2.769
347,2,flexaggrod,0,3.254
347,3,flexaggrod,1,4.09
348,0,flexaggrod,0,3.254
348,1,flexaggrod,1,3.254
348,2,flexaggrod,0,3.769
348,3,flexaggrod,0,2.284
349,0,flexaggrod,0,3.769
349,1,flexaggrod,1,2.284
349,2,flexaggrod,0,4.06
349,3,flexaggrod,0,2.7390000000000003
350,0,flexaggrod,1,2.7990000000000004
350,1,flexaggrod,0,2.7990000000000004
350,2,flexaggrod,0,3.254
350,3,flexaggrod,0,2.284
351,0,flexaggrod,0,2.7390000000000003
351,1,flexaggrod,0,2.2239999999999998
351,2,flexaggrod,1,2.7990000000000004
351,3,flexaggrod,0,1.739
352,0,flexaggrod,1,2.7990000000000004
352,1,flexaggrod,0,3.254
352,2,flexaggrod,0,2.769
352,3,flexaggrod,0,2.7390000000000003
353,0,flexaggrod,0,3.769
353,1,flexaggrod,1,3.254
353,2,flexaggrod,0,2.254
353,3,flexaggrod,0,4.06
354,0,flexaggrod,0,3.254
354,1,flexaggrod,1,3.769
354,2,flexaggrod,0,3.769
354,3,flexaggrod,0,3.254
355,0,flexaggrod,0,3.254
355,1,flexaggrod,0,3.0900000000000003
355,2,flexaggrod,0,3.254
355,3,flexaggrod,1,1.7690000000000001
356,0,flexaggrod,0,3.769
356,1,flexaggrod,0,2.254
356,2,flexaggrod,1,3.06
356,3,flexaggrod,0,4.09
357,0,flexaggrod,0,3.769
357,1,flexaggrod,1,3.769
357,2,flexaggrod,0,4.03
357,3,flexaggrod,0,3.769
358,0,flexaggrod,1,2.769
358,1,flexaggrod,0,5.06
358,2,flexaggrod,0,3.769
358,3,flexaggrod,0,3.769
359,0,flexaggrod,0,3.254
359,1,flexaggrod,1,2.7990000000000004
359,2,flexaggrod,0,2.284
359,3,flexaggrod,0,2.769
360,0,flexaggrod,1,2.7390000000000003
360,1,flexaggrod,0,5.06
360,2,flexaggrod,0,2.7390000000000003
360,3,flexaggrod,0,1.829
361,0,flexaggrod,0,2.7390000000000003
361,1,flexaggrod,1,1.3139999999999998
361,2,flexaggrod,0,2.7990000000000004
361,3,flexaggrod,0,3.254
362,0,flexaggrod,0,4.09
362,1,flexaggrod,0,2.769
362,2,flexaggrod,1,2.284
362,3,flexaggrod,0,2.7990000000000004
363,0,flexaggrod,0,2.769
363,1,flexaggrod,0,2.7990000000000004
363,2,flexaggrod,0,3.254
363,3,flexaggrod,1,2.769
364,0,flexaggrod,0,4.09
364,1,flexaggrod,1,2.284
364,2,flexaggrod,0,2.284
364,3,flexaggrod,0,3.254
365,0,flexaggrod,1,2.769
365,1,flexaggrod,0,2.769
365,2,flexaggrod,0,3.254
365,3,flexaggrod,0,3.254
366,0,flexaggrod,0,3.254
366,1,flexaggrod,1,1.799
366,2,flexaggrod,0,3.254
366,3,flexaggrod,0,4.06
367,0,flexaggrod,0,2.284
367,1,flexaggrod,0,2.7390000000000003
367,2,flexaggrod,1,1.829
367,3,flexaggrod,0,2.769
368,0,flexaggrod,0,2.7390000000000003
368,1,flexaggrod,1,3.254
368,2,flexaggrod,0,3.254
368,3,flexaggrod,0,3.254
369,0,flexaggrod,0,2.7390000000000003
369,1,flexaggrod,0,4.03
369,2,flexaggrod,0,2.284
369,3,flexaggrod,1,2.769
370,0,flexaggrod,0,1.254
370,1,flexaggrod,0,2.7390000000000003
370,2,flexaggrod,1,2.769
370,3,flexaggrod,0,3.769
371,0,flexaggrod,0,3.254
371,1,flexaggrod,0,3.769
371,2,flexaggrod,0,3.254
371,3,flexaggrod,1,5.06
372,0,flexaggrod,1,3.254
372,1,flexaggrod,0,2.7990000000000004
372,2,flexaggrod,0,3.0900000000000003
372,3,flexaggrod,0,3.254
373,0,flexaggrod,1,2.7990000000000004
373,1,flexaggrod,0,2.7990000000000004
373,2,flexaggrod,0,3.769
373,3,flexaggrod,0,2.769
374,0,flexaggrod,1,3.0900000000000003
374,1,flexaggrod,0,2.769
374,2,flexaggrod,0,4.09
374,3,flexaggrod,0,2.7390000000000003
375,0,flexaggrod,0,4.06
375,1,flexaggrod,1,2.284
375,2,flexaggrod,0,3.769
375,3,flexaggrod,0,4.06
376,0,flexaggrod,0,4.06
376,1,flexaggrod,0,2.7990000000000004
376,2,flexaggrod,1,3.254
