,aggro,flexaggro,flexaggrod,hyaggro,hybrid,payout,random,wp
aggro,,,-1.063,-0.5559999999999999,,,,
flexaggro,,,,,,,1.513,
flexaggrod,1.063,,,,,,1.682,
hyaggro,0.5559999999999999,,,,,,1.1749999999999998,
hybrid,,,,,,,,
payout,,,,,,,,
random,,-1.513,-1.682,-1.1749999999999998,,,,
wp,,,,,,,,
