,aggro,flexaggro,flexaggrod,hyaggro,hybrid,payout,random,wp
aggro,,-1.5270000000000001,-1.691,,,,,
flexaggro,1.5270000000000001,,,1.409,1.097,1.429,2.319,1.33
flexaggrod,1.691,,,1.573,1.2610000000000001,1.593,2.483,1.494
hyaggro,,-1.409,-1.573,,,,,
hybrid,,-1.097,-1.2610000000000001,,,0.332,1.222,
payout,,-1.429,-1.593,,-0.332,,,
random,,-2.319,-2.483,,-1.222,,,
wp,,-1.33,-1.494,,,,,
