,aggro,flexaggro,flexaggrod,hyaggro,hybrid,payout,random,wp
aggro,,,-1.124,,,,1.397,
flexaggro,,,,,1.083,,2.2199999999999998,
flexaggrod,1.124,,,,1.3840000000000001,1.202,2.521,1.141
hyaggro,,,,,,,1.62,
hybrid,,-1.083,-1.3840000000000001,,,,1.137,
payout,,,-1.202,,,,1.319,
random,-1.397,-2.2199999999999998,-2.521,-1.62,-1.137,-1.319,,-1.3800000000000001
wp,,,-1.141,,,,1.3800000000000001,
