,aggro,flexaggro,flexaggrod,hyaggro,hybrid,payout,random,wp
aggro,,-1.4409999999999998,,,,,,
flexaggro,1.4409999999999998,,,,1.9919999999999998,,1.8499999999999999,1.9339999999999997
flexaggrod,,,,,1.5679999999999998,,1.426,1.5099999999999998
hyaggro,,,,,,,,
hybrid,,-1.9919999999999998,-1.5679999999999998,,,-1.1239999999999999,,
payout,,,,,1.1239999999999999,,,1.0659999999999998
random,,-1.8499999999999999,-1.426,,,,,
wp,,-1.9339999999999997,-1.5099999999999998,,,-1.0659999999999998,,
