,aggro,flexaggro,flexaggrod,hyaggro,hybrid,payout,random,wp
aggro,,-1.498,-1.458,,,,,
flexaggro,1.498,,,1.3599999999999999,1.161,1.207,2.436,1.272
flexaggrod,1.458,,,1.3199999999999998,1.121,1.167,2.396,1.232
hyaggro,,-1.3599999999999999,-1.3199999999999998,,,,1.076,
hybrid,,-1.161,-1.121,,,,1.275,
payout,,-1.207,-1.167,,,,1.2289999999999999,
random,,-2.436,-2.396,-1.076,-1.275,-1.2289999999999999,,-1.164
wp,,-1.272,-1.232,,,,1.164,
