,aggro,flexaggro,flexaggrod,hyaggro,hybrid,payout,random,wp
aggro,,,-1.492,,,,1.5210000000000001,
flexaggro,,,,,,,2.5,
flexaggrod,1.492,,,1.2550000000000001,1.415,1.439,3.013,1.456
hyaggro,,,-1.2550000000000001,,,,1.758,
hybrid,,,-1.415,,,,1.598,
payout,,,-1.439,,,,1.574,
random,-1.5210000000000001,-2.5,-3.013,-1.758,-1.598,-1.574,,-1.5570000000000002
wp,,,-1.456,,,,1.5570000000000002,
